Year,Country,alcoholdrug,demography,gdp,happiness,internet,landarea,lifeexpectancy,medianage,mentaldisorders,pollution,populationdensity,suicides
2015,Afghanistan,1.0,33753500.0,1928.0,2.66,8.3,652860.0,62.7,15.7,16.56,61.25,51.75,1366.0
2015,Albania,2.2,2882482.0,10032.0,4.64,56.9,27400.0,78.6,34.7,10.83,19.51,105.2,137.0
2015,Algeria,0.9,39543148.0,14004.0,5.25,38.2,2381741.0,75.6,26.5,13.94,36.09,16.6,1064.0
2015,American Samoa,1.4,51391.0,,,,200.0,72.5,23.6,10.65,13.02,256.95,
2015,Andorra,3.3,71766.0,,,87.9,470.0,83.0,39.8,14.03,11.46,152.69,
2015,Angola,1.4,28127724.0,8689.0,3.79,22.0,1246700.0,60.7,16.0,13.12,32.73,22.56,1804.0
2015,Antigua and Barbuda,3.0,89958.0,,,70.0,440.0,77.9,32.1,13.43,19.7,204.45,0.0
2015,Argentina,2.9,43257064.0,19502.0,6.04,68.0,2736690.0,76.8,29.9,12.63,14.63,15.81,3575.0
2015,Armenia,2.5,2878598.0,10042.0,4.29,59.1,28470.0,74.4,32.3,10.66,34.88,101.11,180.0
2015,Australia,4.2,23820240.0,48357.0,7.26,84.6,7692020.0,82.7,36.3,17.42,9.32,3.1,3165.0
2015,Austria,3.9,8642422.0,41294.0,7.29,83.9,82520.0,81.2,42.0,14.38,13.54,104.73,1388.0
2015,Azerbaijan,3.0,9863485.0,17460.0,5.15,77.0,82654.0,71.5,28.8,9.78,21.41,119.35,392.0
2015,Bahamas,3.1,392707.0,,,78.0,10010.0,73.1,30.3,13.41,18.89,39.23,13.0
2015,Bahrain,0.9,1362157.0,40483.0,6.23,93.5,780.0,79.4,29.9,13.98,72.6,1735.23,101.0
2015,Bangladesh,1.4,157830000.0,3402.0,4.31,12.9,130170.0,70.5,24.0,11.58,66.97,1212.49,5334.0
2015,Barbados,2.5,278095.0,11849.0,,76.1,430.0,76.7,37.2,13.6,24.69,646.73,2.0
2015,Belarus,3.8,9700609.0,18136.0,5.55,62.2,202980.0,74.0,38.8,11.73,20.08,47.79,2297.0
2015,Belgium,3.6,11248306.0,38569.0,6.93,85.1,30280.0,80.9,40.5,13.66,13.57,371.48,2099.0
2015,Belize,2.6,359884.0,,5.96,41.6,22810.0,73.2,22.8,13.68,25.22,15.78,22.0
2015,Benin,0.9,10932791.0,2055.0,4.85,11.3,112760.0,59.4,17.2,11.64,40.47,96.96,853.0
2015,Bermuda,2.2,63165.0,,,98.3,54.0,80.9,42.3,13.67,12.42,1169.72,
2015,Bhutan,2.9,743284.0,,5.08,39.8,38140.0,70.3,24.9,11.72,39.82,19.49,33.0
2015,Bolivia,1.9,11090090.0,6200.0,5.65,37.5,1083300.0,67.3,22.5,14.51,22.48,10.24,693.0
2015,Bosnia and Herzegovina,2.5,3524328.0,9495.0,5.09,52.6,51200.0,76.2,39.5,10.79,29.62,68.83,367.0
2015,Botswana,2.5,2305177.0,14805.0,3.5,37.3,566730.0,63.8,22.2,11.35,24.33,4.07,404.0
2015,Brazil,4.3,205188210.0,15826.0,6.33,58.3,8358140.0,74.3,30.3,15.9,13.59,24.55,12000.0
2015,Brunei,1.8,421449.0,,,71.2,5270.0,74.7,28.9,9.54,6.48,79.97,8.0
2015,Bulgaria,2.6,7309255.0,16373.0,5.1,56.7,108560.0,74.6,42.6,10.43,20.78,67.33,708.0
2015,Burkina Faso,0.8,18718022.0,1450.0,4.65,8.0,273600.0,58.8,16.0,11.75,46.56,68.41,1442.0
2015,Burundi,1.7,10727153.0,694.0,3.78,2.0,25680.0,60.2,15.6,12.79,38.43,417.72,655.0
2015,Cambodia,1.2,15417527.0,3086.0,4.59,18.0,176520.0,69.9,24.2,12.17,26.77,87.34,785.0
2015,Cameroon,1.0,23012650.0,2778.0,5.07,18.3,472710.0,59.7,17.1,11.62,77.05,48.68,2204.0
2015,Canada,4.6,35732120.0,43619.0,7.41,90.0,8965590.0,81.9,39.6,13.53,7.15,3.99,4681.0
2015,Cape Verde,1.0,552169.0,6266.0,,42.7,4030.0,74.6,23.7,11.64,38.63,137.01,76.0
2015,Central African Republic,1.4,4819341.0,576.0,3.48,2.9,622980.0,52.8,14.5,14.4,58.33,7.74,649.0
2015,Chad,0.8,14140277.0,2384.0,4.56,3.5,1259200.0,51.6,14.7,12.43,68.68,11.23,956.0
2015,Chile,3.9,17870122.0,21589.0,6.32,76.6,743532.0,79.7,33.3,14.06,22.57,24.03,1792.0
2015,China,1.8,1393715500.0,12244.0,5.1,50.3,9424703.0,77.0,35.6,10.54,59.06,148.45,115026.0
2015,Colombia,3.0,47119730.0,13218.0,6.16,55.9,1109500.0,76.3,28.5,10.75,17.3,42.47,1964.0
2015,Comoros,1.6,730221.0,1696.0,3.97,7.5,1861.0,62.9,18.6,11.74,20.72,392.38,43.0
2015,Congo,1.6,5064390.0,6272.0,4.88,7.6,341500.0,63.2,18.1,12.78,44.15,14.83,330.0
2015,Cook Islands,1.6,17720.0,,,,,74.2,30.5,11.05,,73.83,
2015,Costa Rica,2.5,4895241.0,13677.0,7.23,59.8,51060.0,79.1,30.2,12.21,16.88,95.87,326.0
2015,Cote d'Ivoire,0.9,23596738.0,3218.0,5.04,16.7,318000.0,57.8,16.8,11.01,27.69,74.2,2323.0
2015,Croatia,3.2,4254821.0,19698.0,5.34,69.8,56590.0,77.6,42.2,10.84,19.21,76.03,745.0
2015,Cuba,2.4,11339888.0,7889.0,,37.3,103800.0,77.8,39.6,14.33,20.86,109.25,1589.0
2015,Cyprus,2.3,1187286.0,24963.0,6.06,71.7,9240.0,81.0,34.9,14.43,19.1,128.49,55.0
2015,Czechia,3.7,10523801.0,28194.0,6.79,75.7,77200.0,78.6,40.3,10.34,17.42,136.32,1439.0
2015,Democratic Republic of Congo,1.3,78656904.0,836.0,4.31,3.8,2267050.0,58.5,15.7,13.6,44.93,34.7,5037.0
2015,Denmark,4.2,5677795.0,44635.0,7.59,96.3,40000.0,80.7,40.6,12.72,10.66,141.94,622.0
2015,Djibouti,1.8,1006266.0,2941.0,,22.9,23180.0,62.0,22.1,11.59,45.95,43.41,82.0
2015,Dominica,3.1,70027.0,9319.0,,65.0,750.0,68.7,30.4,13.52,20.69,93.37,
2015,Dominican Republic,1.9,10405832.0,13762.0,5.61,54.2,48310.0,73.0,25.3,14.36,14.86,215.4,655.0
2015,Ecuador,1.8,16195904.0,10905.0,5.84,48.9,248360.0,76.8,25.4,13.85,15.7,65.21,1424.0
2015,Egypt,0.7,97723790.0,11159.0,3.93,37.8,995450.0,70.5,23.1,13.97,88.21,98.17,3028.0
2015,El Salvador,4.0,6231072.0,8109.0,6.34,26.8,20720.0,71.8,24.0,12.59,26.47,300.73,439.0
2015,Equatorial Guinea,1.6,1346974.0,37822.0,,21.3,28050.0,60.1,20.5,12.93,52.63,48.02,114.0
2015,Eritrea,2.0,3340005.0,,,1.1,101000.0,66.0,17.3,12.56,49.83,27.59,389.0
2015,Estonia,3.7,1314658.0,24493.0,5.94,88.4,43470.0,77.7,40.6,11.31,7.0,30.75,209.0
2015,Eswatini,3.0,1133941.0,7969.0,4.21,25.6,17200.0,55.0,19.8,11.53,17.92,65.93,387.0
2015,Ethiopia,2.9,102471896.0,1553.0,4.18,13.9,1129300.38,63.6,17.2,12.32,38.86,90.8,5563.0
2015,Fiji,1.3,917209.0,,,42.5,18270.0,66.8,25.3,11.11,11.64,50.2,82.0
2015,Finland,3.5,5479457.0,36836.0,7.79,86.4,303920.0,81.4,41.5,13.65,6.06,18.03,769.0
2015,France,3.4,63809770.0,36827.0,6.64,78.0,547557.0,82.2,40.4,15.12,12.75,116.54,10208.0
2015,Gabon,1.6,2028524.0,18389.0,4.78,45.8,257670.0,65.5,21.1,12.87,44.1,7.87,188.0
2015,Gambia,0.8,2253137.0,1786.0,4.12,18.2,10120.0,62.5,16.1,12.68,36.31,222.64,106.0
2015,Georgia,2.6,3771135.0,10603.0,4.45,47.6,69490.0,73.3,36.0,10.41,24.25,54.27,424.0
2015,Germany,3.1,82073230.0,44293.0,7.07,87.6,349380.0,80.6,44.7,13.81,12.83,234.9,10850.0
2015,Ghana,1.0,28870946.0,3809.0,5.48,23.0,227540.0,63.2,19.7,11.2,34.68,126.89,2036.0
2015,Greece,2.4,10806644.0,22442.0,5.15,66.8,128900.0,80.7,42.4,15.35,17.74,83.84,537.0
2015,Greenland,5.6,55916.0,,,67.6,410450.0,72.1,33.1,16.24,11.76,0.14,
2015,Grenada,2.5,118994.0,,,52.5,340.0,75.0,28.5,13.72,24.16,349.98,1.0
2015,Guam,1.6,167996.0,,,73.1,540.0,76.6,29.0,11.02,12.53,311.1,
2015,Guatemala,3.9,16001105.0,7138.0,6.33,28.8,107160.0,72.1,20.1,12.69,25.07,149.32,947.0
2015,Guinea,0.8,11626003.0,1364.0,4.87,9.2,245720.0,58.1,16.9,11.72,26.94,47.31,820.0
2015,Guinea-Bissau,0.8,1788931.0,1393.0,,6.1,28120.0,59.1,17.3,11.58,31.79,63.62,126.0
2015,Guyana,2.7,755043.0,,,34.0,196850.0,68.2,23.9,15.39,23.89,3.84,286.0
2015,Haiti,2.2,10563762.0,1742.0,3.82,14.2,27560.0,63.2,21.6,14.79,15.54,383.3,1074.0
2015,Honduras,2.9,9294510.0,4706.0,6.02,27.1,111890.0,72.5,21.3,12.22,22.41,83.07,366.0
2015,Hungary,3.0,9844250.0,22788.0,6.07,72.8,91260.0,75.7,40.7,10.53,17.23,107.87,1950.0
2015,Iceland,3.3,331068.0,39727.0,7.48,98.2,100830.0,82.4,35.0,13.3,6.93,3.28,47.0
2015,India,1.7,1322866600.0,5794.0,4.05,14.9,2973190.0,69.6,25.5,13.62,89.3,444.93,160775.0
2015,Indonesia,0.9,259091970.0,10484.0,5.1,22.1,1877519.0,69.7,28.0,10.26,16.64,138.0,6096.0
2015,Iran,1.1,81790850.0,16253.0,4.72,45.3,1628760.0,75.1,28.9,18.47,39.61,50.41,4957.0
2015,Iraq,0.8,37757812.0,13014.0,4.46,16.8,434128.0,69.4,18.6,14.34,66.27,86.97,1449.0
2015,Ireland,4.8,4665764.0,54278.0,7.06,83.5,68890.0,81.4,35.4,16.07,8.67,67.73,433.0
2015,Israel,1.7,8007777.0,30954.0,7.33,77.4,21640.0,82.1,28.8,13.39,22.78,370.05,362.0
2015,Italy,2.6,60232908.0,33118.0,6.2,58.1,297730.0,82.5,44.4,13.94,17.89,203.68,4317.0
2015,Jamaica,2.1,2794455.0,7024.0,5.89,42.2,10830.0,72.4,27.8,13.34,14.18,258.03,64.0
2015,Japan,1.5,127250936.0,37031.0,5.91,91.1,364500.0,83.9,45.9,9.72,12.69,349.11,24488.0
2015,Jordan,0.8,9494250.0,11519.0,4.81,54.2,88780.0,75.0,21.4,14.15,34.31,106.92,135.0
