Year,Country,alcoholdrug,demography,gdp,happiness,internet,landarea,lifeexpectancy,medianage,mentaldisorders,pollution,populationdensity,suicides
2014,Afghanistan,1.0,32716214.0,2022.0,4.22,7.0,652860.0,62.5,15.5,16.6,59.01,50.16,1312.0
2014,Albania,2.2,2884100.0,9808.0,4.51,54.3,27400.0,78.4,34.3,10.84,18.88,105.26,143.0
2014,Algeria,0.9,38760170.0,13744.0,5.34,29.5,2381741.0,75.1,26.3,13.94,35.56,16.27,1074.0
2014,American Samoa,1.4,52234.0,,,,200.0,72.3,23.0,10.64,13.32,261.17,
2014,Andorra,3.3,71644.0,,,86.1,470.0,82.9,39.1,14.03,10.83,152.43,
2014,Angola,1.4,27128340.0,8673.0,3.79,21.4,1246700.0,60.0,16.0,13.13,32.97,21.76,1720.0
2014,Antigua and Barbuda,3.0,89252.0,,,67.8,440.0,77.9,31.7,13.41,19.73,202.85,0.0
2014,Argentina,2.9,42824064.0,19183.0,6.43,64.7,2736690.0,76.8,29.7,12.63,14.47,15.65,3951.0
2014,Armenia,2.5,2889937.0,9735.0,4.33,54.6,28470.0,74.1,32.0,10.66,33.09,101.51,182.0
2014,Australia,4.2,23469578.0,47867.0,7.25,84.0,7692020.0,82.6,36.3,17.45,9.49,3.05,2986.0
2014,Austria,3.9,8546066.0,41338.0,7.05,81.0,82520.0,81.4,41.9,14.37,13.38,103.56,1422.0
2014,Azerbaijan,3.0,9741879.0,17439.0,5.3,75.0,82654.0,71.1,28.4,9.8,20.71,117.87,397.0
2014,Bahamas,3.1,389137.0,,,76.9,10010.0,73.4,29.9,13.4,18.5,38.87,12.0
2014,Bahrain,0.9,1311142.0,39799.0,6.17,90.5,780.0,79.3,29.8,14.01,62.76,1670.24,99.0
2014,Bangladesh,1.4,155961310.0,3217.0,4.56,11.9,130170.0,70.0,23.6,11.63,68.4,1198.14,5356.0
2014,Barbados,2.5,277501.0,11780.0,,75.2,430.0,76.5,36.9,13.59,25.18,645.35,2.0
2014,Belarus,3.8,9693741.0,18822.0,5.18,59.0,202980.0,73.6,38.7,11.75,19.77,47.76,2483.0
2014,Belgium,3.6,11176727.0,38228.0,6.95,85.0,30280.0,81.1,40.4,13.66,13.23,369.11,2181.0
