Year,Country,alcoholdrug,demography,gdp,happiness,internet,landarea,lifeexpectancy,medianage,mentaldisorders,pollution,populationdensity,suicides
2012,Afghanistan,1.0,30466484.0,1945.0,3.13,5.5,652860.0,61.9,15.0,16.72,66.02,46.71,1251.0
2012,Albania,2.2,2892191.0,9592.0,4.81,49.4,27400.0,78.1,33.3,10.84,20.58,105.55,151.0
2012,Algeria,0.9,37260570.0,13379.0,6.35,18.2,2381741.0,74.2,25.7,13.93,33.37,15.64,1083.0
2012,American Samoa,1.4,53718.0,,,,200.0,72.3,22.1,10.61,14.34,268.59,
2012,Andorra,3.3,71035.0,,,82.7,470.0,82.9,37.9,13.99,12.41,151.14,
2012,Angola,1.4,25188298.0,8190.0,3.79,7.7,1246700.0,58.6,16.0,13.16,33.42,20.2,1739.0
2012,Antigua and Barbuda,2.9,87688.0,,,58.0,440.0,77.4,30.9,13.35,21.47,199.29,0.0
2012,Argentina,2.9,41952364.0,19599.0,6.67,55.8,2736690.0,76.5,29.3,12.61,16.14,15.33,3812.0
2012,Armenia,2.6,2914428.0,9077.0,4.45,37.5,28470.0,73.5,31.6,10.66,37.18,102.37,214.0
2012,Australia,4.2,22729272.0,46999.0,7.29,79.0,7692020.0,82.3,36.2,17.52,10.54,2.95,2689.0
2012,Austria,4.0,8429641.0,41565.0,6.95,80.0,82520.0,80.8,41.5,14.34,14.28,102.15,1385.0
2012,Azerbaijan,3.0,9485577.0,16359.0,5.25,54.2,82654.0,70.4,27.8,9.82,22.18,114.77,406.0
2012,Bahamas,3.1,382073.0,,,71.7,10010.0,72.8,29.2,13.35,20.32,38.17,13.0
2012,Bahrain,0.9,1224948.0,36949.0,6.17,88.0,780.0,79.1,29.4,14.06,70.29,1560.44,96.0
2012,Bangladesh,1.5,152090660.0,2914.0,4.64,5.0,130170.0,69.6,22.9,11.72,70.79,1168.4,5539.0
2012,Barbados,2.5,276207.0,11860.0,,71.2,430.0,76.1,36.2,13.54,27.03,642.34,1.0
2012,Belarus,3.7,9693754.0,18251.0,5.81,46.9,202980.0,72.6,38.4,11.81,21.65,47.76,2819.0
2012,Belgium,3.6,11031140.0,37906.0,6.86,80.7,30280.0,80.3,40.2,13.67,14.74,364.3,2310.0
2012,Belize,2.6,337067.0,,5.96,31.0,22810.0,73.2,21.7,13.64,27.41,14.78,21.0
2012,Benin,0.9,10014087.0,1867.0,3.35,4.5,112760.0,58.7,17.0,11.65,31.99,88.81,810.0
2012,Bermuda,2.3,63581.0,,,91.3,54.0,81.3,40.8,13.65,13.98,1177.43,
2012,Bhutan,2.9,721154.0,,4.94,15.6,38140.0,69.3,23.7,11.76,42.93,18.91,30.0
2012,Bolivia,1.9,10569697.0,5511.0,5.86,35.3,1083300.0,66.7,21.7,14.51,26.39,9.76,623.0
2012,Bosnia and Herzegovina,2.4,3674376.0,8873.0,5.25,45.1,51200.0,77.2,38.3,10.86,31.77,71.77,375.0
2012,Botswana,2.6,2175429.0,13743.0,4.03,16.0,566730.0,60.8,21.5,11.34,24.85,3.84,461.0
2012,Brazil,4.2,199977710.0,14985.0,6.98,48.6,8358140.0,73.6,29.0,16.5,15.29,23.93,10751.0
2012,Brunei,1.8,406637.0,,,60.3,5270.0,74.8,27.4,9.52,7.57,77.16,8.0
2012,Bulgaria,2.6,7488347.0,15204.0,4.44,51.9,108560.0,74.4,41.7,10.5,22.64,68.98,920.0
2012,Burkina Faso,0.8,17113736.0,1388.0,3.48,3.7,273600.0,57.6,15.9,11.67,38.78,62.55,1368.0
2012,Burundi,1.7,9795479.0,727.0,2.9,1.2,25680.0,58.5,16.2,12.84,41.01,381.44,659.0
2012,Cambodia,1.2,14786650.0,2634.0,3.88,4.9,176520.0,68.9,22.9,12.32,31.28,83.77,775.0
2012,Cameroon,1.0,21032684.0,2541.0,4.24,7.5,472710.0,57.8,16.9,11.66,62.78,44.49,2283.0
2012,Canada,4.5,34691876.0,42445.0,7.3,83.0,8965590.0,81.7,39.1,13.44,8.11,3.87,4112.0
2012,Cape Verde,1.0,533877.0,6273.0,,34.7,4030.0,74.5,22.5,11.66,32.94,132.48,75.0
2012,Central African Republic,1.5,4773306.0,916.0,2.69,2.4,622980.0,50.7,15.3,14.27,53.36,7.66,653.0
2012,Chad,0.8,12754912.0,1793.0,3.46,2.1,1259200.0,50.5,14.6,12.53,58.68,10.13,966.0
2012,Chile,3.9,17341770.0,20531.0,6.84,55.0,743532.0,79.0,32.3,14.12,25.05,23.32,1831.0
2012,China,1.8,1366560800.0,10680.0,5.2,42.3,9424703.0,76.2,34.8,10.64,63.83,145.56,125255.0
2012,Colombia,3.0,45782420.0,12123.0,6.45,49.0,1109500.0,75.6,27.3,10.78,20.54,41.26,1762.0
2012,Comoros,1.6,684564.0,1509.0,3.96,6.0,1861.0,61.8,17.9,11.71,21.25,367.85,38.0
2012,Congo,1.6,4713260.0,5949.0,4.06,6.1,341500.0,62.3,18.5,12.88,43.49,13.8,401.0
2012,Cook Islands,1.6,18029.0,,,,,73.9,29.1,11.03,,75.12,
2012,Costa Rica,2.5,4736593.0,12792.0,7.25,47.5,51060.0,79.3,28.9,12.17,19.34,92.77,307.0
2012,Cote d'Ivoire,0.9,22010708.0,2636.0,3.57,4.4,318000.0,56.2,16.7,10.98,22.49,69.22,2426.0
2012,Croatia,3.2,4331592.0,19441.0,5.38,61.9,56590.0,77.3,41.3,10.84,20.2,77.41,790.0
2012,Cuba,2.4,11309292.0,7138.0,,21.2,103800.0,77.8,38.3,14.32,23.24,108.95,1553.0
2012,Cyprus,2.4,1156556.0,26011.0,5.63,60.7,9240.0,80.1,33.6,14.38,19.22,125.17,61.0
