Year,Country,alcoholdrug,demography,gdp,happiness,internet,landarea,lifeexpectancy,medianage,mentaldisorders,pollution,populationdensity,suicides
2016,Afghanistan,1.0,34636212.0,1929.0,2.69,11.0,652860.0,63.1,15.8,16.53,56.29,53.1,1420.0
2016,Albania,2.1,2881064.0,10342.0,5.0,59.6,27400.0,78.9,35.1,10.82,18.19,105.15,135.0
2016,Algeria,0.9,40339330.0,14331.0,5.04,42.9,2381741.0,75.7,26.8,13.92,39.85,16.94,1035.0
2016,American Samoa,1.4,50468.0,,,,200.0,72.4,24.1,10.64,12.38,252.34,
2016,Andorra,3.3,72563.0,,,89.7,470.0,83.0,40.3,14.03,10.26,154.39,
2016,Angola,1.4,29154742.0,8453.0,3.79,23.2,1246700.0,61.1,16.0,13.12,31.79,23.39,1797.0
2016,Antigua and Barbuda,2.9,90575.0,,,73.0,440.0,78.2,32.5,13.43,18.46,205.85,1.0
2016,Argentina,2.9,43668236.0,18875.0,5.79,71.0,2736690.0,76.3,30.1,12.64,13.75,15.96,3598.0
2016,Armenia,2.5,2865841.0,10080.0,5.06,64.3,28470.0,74.7,32.5,10.65,32.23,100.66,168.0
2016,Australia,4.2,24195706.0,48845.0,7.18,86.5,7692020.0,82.9,36.2,17.45,8.61,3.15,2953.0
2016,Austria,3.9,8736491.0,41445.0,7.4,84.3,82520.0,81.6,42.0,14.4,12.6,105.87,1358.0
2016,Azerbaijan,3.0,9976254.0,16645.0,5.17,78.2,82654.0,72.0,29.2,9.77,20.21,120.71,389.0
2016,Bahamas,3.0,395986.0,,,80.0,10010.0,73.5,30.6,13.41,17.65,39.56,14.0
2016,Bahrain,0.9,1409668.0,41078.0,7.1,98.0,780.0,79.6,30.1,13.95,69.86,1795.76,109.0
2016,Bangladesh,1.4,159784580.0,3604.0,4.5,18.1,130170.0,71.1,24.4,11.54,60.13,1227.51,5357.0
2016,Barbados,2.5,278660.0,12003.0,,79.5,430.0,76.8,37.5,13.61,23.46,648.05,2.0
