Year,Country,alcoholdrug,demography,gdp,happiness,internet,landarea,lifeexpectancy,medianage,mentaldisorders,pollution,populationdensity,suicides
2016,Afghanistan,1.0,34636212.0,1929.0,2.69,11.0,652860.0,63.1,15.8,16.53,56.29,53.1,1420.0
2016,Albania,2.1,2881064.0,10342.0,5.0,59.6,27400.0,78.9,35.1,10.82,18.19,105.15,135.0
2016,Algeria,0.9,40339330.0,14331.0,5.04,42.9,2381741.0,75.7,26.8,13.92,39.85,16.94,1035.0
2016,Angola,1.4,29154742.0,8453.0,3.79,23.2,1246700.0,61.1,16.0,13.12,31.79,23.39,1797.0
2016,Argentina,2.9,43668236.0,18875.0,5.79,71.0,2736690.0,76.3,30.1,12.64,13.75,15.96,3598.0
2016,Armenia,2.5,2865841.0,10080.0,5.06,64.3,28470.0,74.7,32.5,10.65,32.23,100.66,168.0
2016,Australia,4.2,24195706.0,48845.0,7.18,86.5,7692020.0,82.9,36.2,17.45,8.61,3.15,2953.0
2016,Austria,3.9,8736491.0,41445.0,7.4,84.3,82520.0,81.6,42.0,14.4,12.6,105.87,1358.0
2016,Azerbaijan,3.0,9976254.0,16645.0,5.17,78.2,82654.0,72.0,29.2,9.77,20.21,120.71,389.0
2016,Bahrain,0.9,1409668.0,41078.0,7.1,98.0,780.0,79.6,30.1,13.95,69.86,1795.76,109.0
2016,Bangladesh,1.4,159784580.0,3604.0,4.5,18.1,130170.0,71.1,24.4,11.54,60.13,1227.51,5357.0
2016,Belarus,3.7,9708111.0,17628.0,5.23,71.1,202980.0,74.3,39.0,11.72,18.88,47.83,2285.0
2016,Belgium,3.6,11316837.0,38766.0,6.89,86.5,30280.0,81.3,40.5,13.65,12.83,373.74,2187.0
2016,Benin,0.9,11260091.0,2080.0,5.82,14.5,112760.0,59.5,17.2,11.63,38.45,99.86,873.0
2016,Bolivia,1.8,11263016.0,6355.0,5.92,39.7,1083300.0,67.6,22.7,14.49,21.39,10.4,732.0
