Year,Country,alcoholdrug,demography,gdp,happiness,internet,landarea,lifeexpectancy,medianage,mentaldisorders,pollution,populationdensity,suicides
2011,Afghanistan,1.0,29249156.0,1792.0,3.57,5.0,652860.0,61.4,14.7,16.79,66.84,44.84,1241.0
2011,Albania,2.2,2900660.0,9484.0,4.55,47.0,27400.0,78.1,32.8,10.84,22.77,105.86,231.0
2011,Algeria,0.9,36543548.0,13204.0,6.35,14.9,2381741.0,74.1,25.4,13.93,33.83,15.34,1081.0
2011,American Samoa,1.4,54334.0,,,,200.0,72.1,21.8,10.59,15.39,271.67,
2011,Andorra,3.3,70587.0,,,81.0,470.0,82.9,37.4,13.97,13.27,150.19,
2011,Angola,1.4,24259120.0,8016.0,3.94,4.7,1246700.0,57.6,16.0,13.18,33.1,19.46,1593.0
2011,Antigua and Barbuda,2.9,86749.0,,,52.0,440.0,77.1,30.5,13.32,23.15,197.16,0.0
2011,Argentina,2.9,41520736.0,20003.0,6.58,51.0,2736690.0,76.1,29.1,12.61,17.38,15.17,3524.0
2011,Armenia,2.6,2928984.0,8465.0,4.28,32.0,28470.0,73.3,31.4,10.66,38.61,102.88,196.0
2011,Australia,4.2,22357032.0,46132.0,7.36,79.5,7692020.0,82.1,36.2,17.55,11.05,2.91,2529.0
2011,Austria,4.1,8391201.0,41446.0,7.5,78.7,82520.0,80.8,41.2,14.32,15.57,101.69,1391.0
2011,Azerbaijan,3.1,9359018.0,16176.0,5.48,50.0,82654.0,70.0,27.5,9.85,23.63,113.24,411.0
2011,Bahamas,3.1,377956.0,,,65.0,10010.0,72.6,28.9,13.33,21.77,37.76,13.0
2011,Bahrain,0.9,1212086.0,36372.0,6.69,77.0,780.0,78.9,29.1,14.09,63.73,1544.06,101.0
2011,Bangladesh,1.5,150211000.0,2772.0,4.66,4.5,130170.0,68.8,22.6,11.78,70.21,1153.96,5906.0
2011,Barbados,2.6,275501.0,11870.0,,66.5,430.0,75.9,35.9,13.52,29.3,640.7,3.0
2011,Belarus,3.7,9706983.0,17918.0,5.88,39.6,202980.0,71.5,38.3,11.85,22.91,47.82,3412.0
2011,Belgium,3.6,10955742.0,38130.0,7.1,81.6,30280.0,80.4,40.1,13.68,15.7,361.81,2327.0
2011,Belize,2.6,329546.0,,5.96,30.7,22810.0,72.7,21.3,13.63,28.8,14.45,22.0
2011,Benin,0.9,9726385.0,1836.0,3.48,4.1,112760.0,58.5,16.9,11.65,32.58,86.26,799.0
2011,Bermuda,2.3,63554.0,,,88.3,54.0,81.4,40.3,13.64,14.84,1176.93,
2011,Bhutan,2.9,713338.0,,5.57,14.4,38140.0,68.9,23.3,11.78,43.07,18.7,30.0
2011,Bolivia,1.9,10396249.0,5331.0,5.77,30.0,1083300.0,66.5,21.5,14.51,27.9,9.6,624.0
2011,Bosnia and Herzegovina,2.4,3743143.0,8961.0,5.12,43.9,51200.0,77.0,37.9,10.89,34.19,73.11,389.0
2011,Botswana,2.6,2134043.0,13376.0,4.13,9.0,566730.0,60.5,21.3,11.34,24.59,3.77,457.0
2011,Brazil,4.2,198185300.0,14831.0,7.14,45.7,8358140.0,73.3,28.6,16.73,15.91,23.71,10333.0
2011,Brunei,1.8,401515.0,,,56.0,5270.0,74.9,26.9,9.51,7.37,76.19,7.0
2011,Bulgaria,2.6,7543128.0,15112.0,3.99,48.0,108560.0,74.2,41.3,10.53,24.3,69.48,812.0
2011,Burkina Faso,0.8,16602652.0,1344.0,3.33,3.0,273600.0,57.1,15.9,11.63,37.28,60.68,1264.0
2011,Burundi,1.7,9455737.0,719.0,2.9,1.1,25680.0,57.8,16.3,12.86,38.24,368.21,662.0
2011,Cambodia,1.2,14573894.0,2496.0,3.67,3.1,176520.0,68.4,22.5,12.37,30.92,82.56,767.0
2011,Cameroon,1.0,20448880.0,2494.0,4.27,5.0,472710.0,57.1,16.8,11.66,58.08,43.26,2252.0
2011,Canada,4.4,34323536.0,42197.0,7.59,83.0,8965590.0,81.5,38.9,13.4,8.62,3.83,3892.0
2011,Cape Verde,1.0,527528.0,6295.0,,32.0,4030.0,74.3,22.1,11.67,31.64,130.9,74.0
2011,Central African Republic,1.5,4732037.0,909.0,3.68,2.2,622980.0,49.9,15.5,14.23,51.23,7.6,680.0
2011,Chad,0.8,12317729.0,1661.0,3.51,1.9,1259200.0,50.0,14.6,12.57,55.2,9.78,947.0
2011,Chile,4.0,17173568.0,19705.0,6.74,52.2,743532.0,79.1,32.0,14.14,27.25,23.1,2012.0
2011,China,1.8,1357095400.0,10221.0,5.24,38.3,9424703.0,75.9,34.5,10.69,70.54,144.55,132888.0
2011,Colombia,3.0,45308896.0,11788.0,6.61,40.4,1109500.0,75.3,26.8,10.8,21.37,40.84,1677.0
2011,Comoros,1.6,670081.0,1479.0,3.96,5.5,1861.0,61.5,17.7,11.7,21.02,360.07,36.0
2011,Congo,1.6,4584223.0,5875.0,3.95,5.6,341500.0,62.0,18.6,12.93,44.16,13.42,381.0
2011,Cook Islands,1.6,17795.0,,,,,73.8,28.6,11.02,,74.15,
2011,Costa Rica,2.5,4679927.0,12366.0,7.16,39.2,51060.0,79.3,28.5,12.16,19.7,91.66,319.0
2011,Cote d'Ivoire,0.9,21562916.0,2444.0,3.74,2.9,318000.0,55.5,16.8,10.96,22.59,67.81,2340.0
2011,Croatia,3.1,4351838.0,19813.0,5.89,57.8,56590.0,77.2,41.1,10.85,21.97,77.77,709.0
2011,Cuba,2.4,11298713.0,6928.0,,16.0,103800.0,77.8,37.8,14.31,24.79,108.85,1588.0
2011,Cyprus,2.4,1145090.0,27272.0,5.44,56.9,9240.0,80.0,33.2,14.36,20.09,123.93,48.0
2011,Czechia,3.6,10496379.0,26725.0,6.7,70.5,77200.0,77.8,38.9,10.41,20.08,135.97,1697.0
2011,Democratic Republic of Congo,1.3,68654270.0,681.0,4.5,1.2,2267050.0,57.1,15.7,13.77,41.49,30.28,4741.0
2011,Denmark,4.2,5576016.0,43575.0,7.59,89.8,40000.0,79.8,39.7,12.71,12.66,139.4,702.0
2011,Djibouti,1.8,936819.0,2590.0,4.37,7.0,23180.0,60.4,21.1,11.63,40.44,40.41,72.0
2011,Dominica,3.2,68758.0,8944.0,,48.6,750.0,69.7,30.6,13.42,24.28,91.68,
2011,Dominican Republic,2.0,9903743.0,11679.0,5.02,38.0,48310.0,72.2,24.2,14.42,17.3,205.0,479.0
2011,Ecuador,1.8,15237734.0,9985.0,6.02,31.4,248360.0,75.7,24.1,13.81,19.32,61.35,1492.0
2011,Egypt,0.7,89200056.0,10737.0,3.56,25.6,995450.0,69.9,22.6,13.88,70.79,89.61,2798.0
2011,El Salvador,4.1,6137354.0,7607.0,6.33,18.9,20720.0,71.9,22.9,12.61,33.63,296.2,498.0
2011,Equatorial Guinea,1.5,1144590.0,43841.0,,11.5,28050.0,58.4,19.7,12.9,46.85,40.81,110.0
2011,Eritrea,2.0,3207574.0,,,0.7,101000.0,64.4,17.4,12.56,45.26,26.5,402.0
2011,Estonia,3.6,1327435.0,21997.0,5.37,76.5,43470.0,76.5,39.5,11.46,8.44,31.05,242.0
2011,Eswatini,3.0,1105379.0,7389.0,4.87,18.1,17200.0,48.2,18.7,11.51,17.97,64.27,504.0
2011,Ethiopia,2.9,91817940.0,1199.0,4.44,1.1,1129300.38,60.7,16.3,12.57,36.32,81.36,6012.0
2011,Fiji,1.3,908359.0,,,28.0,18270.0,67.5,24.3,11.09,13.84,49.72,85.0
2011,Finland,3.5,5388173.0,38432.0,7.44,88.7,303920.0,80.4,41.2,13.88,7.28,17.73,967.0
2011,France,3.5,62775270.0,36691.0,6.67,77.8,547557.0,81.8,39.4,15.3,14.88,114.65,11389.0
2011,Gabon,1.6,1772508.0,16403.0,3.8,18.0,257670.0,64.0,20.3,12.86,41.13,6.88,169.0
